 ,genotype,time_off_food,bends,omega,tail_touch,food,additive,note,date,plate,transfer_technique
JB,cest-1.2,5,3,,N,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,6,,Y,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,5,,N,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,2,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,6,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,3,,N,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-27,86,
JB,cest-1.2,5,2,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,2,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,5,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,6,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,2,,N,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,3,,N,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-27,87,
JB,cest-1.2,5,7,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,6,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,3,,N,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-27,88,
JB,cest-1.2,5,5,,Y,tnaA,,,2021-07-27,88,
JB,N2,5,5,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,3,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,9,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,3,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,5,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,4,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,7,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,3,,Y,BW25113,,,2021-07-27,89,
JB,N2,5,4,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,5,,N,BW25113,,,2021-07-27,90,
JB,N2,5,4,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,4,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,4,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,5,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,3,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,4,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,5,,N,BW25113,,,2021-07-27,90,
JB,N2,5,3,,Y,BW25113,,,2021-07-27,90,
JB,N2,5,4,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,5,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,3,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,5,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,3,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,5,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,5,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,3,,N,tnaA,,,2021-07-27,91,
JB,N2,5,4,,Y,tnaA,,,2021-07-27,91,
JB,N2,5,4,,Y,tnaA,,,2021-07-27,92,
JB,N2,5,6,,Y,tnaA,,,2021-07-27,92,
JB,N2,5,4,,N,tnaA,,,2021-07-27,92,
JB,N2,5,4,,Y,tnaA,,,2021-07-27,92,
JB,N2,5,4,,N,tnaA,,,2021-07-27,92,
JB,N2,5,3,,Y,tnaA,,,2021-07-27,92,
JB,N2,5,6,,N,tnaA,,,2021-07-27,92,
JB,N2,5,6,,Y,tnaA,,,2021-07-27,92,
JB,N2,5,4,,Y,tnaA,,,2021-07-27,92,
JB,N2,5,4,,N,tnaA,,,2021-07-27,92,
JB,cest-1.2,5,4,,N,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,5,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,7,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,6,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,5,,Y,tnaA,,,2021-07-30,93,
JB,cest-1.2,5,2,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,5,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,2,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-30,94,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-30,94,
JB,N2,5,3,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,5,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,4,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,3,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,3,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,5,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,4,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,3,,Y,BW25113,,,2021-07-30,95,
JB,N2,5,3,,N,BW25113,,,2021-07-30,95,
JB,N2,5,6,,N,BW25113,,,2021-07-30,95,
JB,N2,5,6,,Y,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,3,,Y,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,2,,N,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,3,,N,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,3,,Y,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,2,,Y,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,3,,Y,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,3,,Y,BW25113,,very thin media,2021-07-30,96,
JB,N2,5,3,,Y,BW25113,,very thin media,2021-07-30,96,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,1,,N,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-30,97,
JB,cest-1.2,5,2,,N,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,2,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-30,98,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-30,98,
JB,N2,5,5,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,3,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,4,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,3,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,5,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,4,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,4,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,4,,Y,tnaA,,,2021-07-30,99,
JB,N2,5,2,,N,tnaA,,,2021-07-30,99,
JB,N2,5,4,,Y,tnaA,,,2021-07-30,100,
JB,N2,5,2,,Y,tnaA,,,2021-07-30,100,
JB,N2,5,6,,Y,tnaA,,,2021-07-30,100,
JB,N2,5,3,,Y,tnaA,,,2021-07-30,100,
JB,N2,5,6,,Y,tnaA,,,2021-07-30,100,
JB,N2,5,5,,Y,tnaA,,,2021-07-30,100,
JB,N2,5,3,,Y,tnaA,,,2021-07-30,100,
JB,N2,5,6,,Y,tnaA,,,2021-07-30,100,
JB,cest-1.2,5,2,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,1,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,4,,N,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,4,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,3,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,2,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,2,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,3,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,3,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,5,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,3,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,1,,N,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,3,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,4,,Y,BW25113,,,2021-08-03,101,bleached eggs
JB,cest-1.2,5,2,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,4,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,4,,N,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,5,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,2,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,4,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,3,,N,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,3,,N,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,3,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,2,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,3,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,3,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,5,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,2,,Y,tnaA,,,2021-08-03,102,bleached eggs
JB,cest-1.2,5,4,,N,tnaA,,,2021-08-03,102,bleached eggs
JB,N2,5,3,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,4,,N,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,3,,N,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,4,,N,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,3,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,2,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,6,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,4,,N,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,6,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,3,,N,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,7,,Y,BW25113,,,2021-08-03,103,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,1,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,2,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,5,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,2,,N,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,2,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,6,,N,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,6,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,5,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,4,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,3,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,3,,Y,tnaA,,,2021-08-03,104,bleached eggs
JB,N2,5,3,,Y,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,3,,Y,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,4,,N,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,4,,N,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,5,,N,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,5,,Y,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,6,,Y,BW25113,,,2021-08-10,105,bleached eggs
JB,N2,5,4,,N,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,7,,N,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,2,,Y,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,2,,Y,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,3,,N,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,3,,Y,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,5,,N,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,3,,Y,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,3,,N,BW25113,,,2021-08-10,106,bleached eggs
JB,N2,5,4,,Y,BW25113,,,2021-08-10,106,bleached eggs
JB,cest-1.2,5,4,,N,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,4,,Y,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,2,,N,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,3,,Y,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,5,,N,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,5,,N,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,3,,N,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,3,,N,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,5,,Y,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,3,,Y,tnaA,,,2021-08-10,107,bleached eggs
JB,cest-1.2,5,4,,Y,tnaA,,,2021-08-10,108,bleached eggs
JB,cest-1.2,5,3,,N,tnaA,,,2021-08-10,108,bleached eggs
JB,cest-1.2,5,2,,N,tnaA,,,2021-08-10,108,bleached eggs
JB,cest-1.2,5,1,,Y,tnaA,,,2021-08-10,108,bleached eggs
JB,cest-1.2,5,1,,N,tnaA,,,2021-08-10,108,bleached eggs
JB,cest-1.2,5,3,,Y,tnaA,,,2021-08-10,108,bleached eggs
JB,cest-1.2,5,3,,Y,tnaA,,,2021-08-10,108,bleached eggs
JB,cest-1.2,5,2,,N,tnaA,,,2021-08-10,108,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,2,,N,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,2,,N,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,1,,N,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,2,,Y,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,2,,N,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,4,,Y,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,2,,N,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,5,,Y,tnaA,,,2021-08-10,109,bleached eggs
JB,N2,5,4,,Y,tnaA,,,2021-08-10,110,bleached eggs
JB,N2,5,3,,Y,tnaA,,,2021-08-10,110,bleached eggs
JB,N2,5,4,,N,tnaA,,,2021-08-10,110,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-10,110,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-10,110,bleached eggs
JB,N2,5,5,,N,tnaA,,,2021-08-10,110,bleached eggs
JB,N2,5,4,,Y,tnaA,,,2021-08-10,110,bleached eggs
JB,N2,5,3,,N,tnaA,,,2021-08-10,110,bleached eggs
JB,cest-1.2,5,5,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,1,,Y,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,5,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,2,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,5,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,4,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,4,,N,BW25113,,,2021-08-10,111,bleached eggs
JB,cest-1.2,5,4,,Y,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,4,,N,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,3,,N,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,2,,Y,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,3,,Y,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,2,,Y,BW25113,,,2021-08-10,112,bleached eggs
JB,cest-1.2,5,1,,N,BW25113,,,2021-08-10,112,bleached eggs
JB,N2,5,5,,Y,JUb39,,,2021-08-11,113,
JB,N2,5,6,,Y,JUb39,,,2021-08-11,113,
JB,N2,5,2,,N,JUb39,,,2021-08-11,113,
JB,N2,5,4,,Y,JUb39,,,2021-08-11,113,
JB,N2,5,5,,N,JUb39,,,2021-08-11,113,
JB,N2,5,2,,Y,JUb39,,,2021-08-11,113,
JB,N2,5,3,,Y,JUb39,,,2021-08-11,113,
JB,N2,5,3,,N,JUb39,,,2021-08-11,113,
JB,N2,5,3,,Y,JUb39,,,2021-08-11,113,
JB,N2,5,4,,Y,JUb39,,,2021-08-11,113,
JB,N2,5,3,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,5,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,2,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,3,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,5,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,2,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,4,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,3,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,3,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,3,,Y,JUb39,,,2021-08-11,114,
JB,N2,5,4,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,6,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,4,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,5,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,2,,Y,tdcKO,,,2021-08-11,115,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,4,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,4,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,3,,Y,tdcKO,,,2021-08-11,116,
JB,N2,5,4,,Y,OP50,,,2021-08-11,117,
JB,N2,5,3,,Y,OP50,,,2021-08-11,117,
JB,N2,5,4,,Y,OP50,,,2021-08-11,117,
JB,N2,5,4,,Y,OP50,,,2021-08-11,117,
JB,N2,5,3,,N,OP50,,,2021-08-11,117,
JB,N2,5,3,,Y,OP50,,,2021-08-11,117,
JB,N2,5,3,,Y,OP50,,,2021-08-11,117,
JB,N2,5,3,,Y,OP50,,,2021-08-11,117,
JB,N2,5,5,,Y,OP50,,,2021-08-11,117,
JB,N2,5,4,,Y,OP50,,,2021-08-11,117,
JB,N2,5,5,,Y,OP50,,,2021-08-11,118,
JB,N2,5,3,,Y,OP50,,,2021-08-11,118,
JB,N2,5,3,,Y,OP50,,,2021-08-11,118,
JB,N2,5,5,,Y,OP50,,,2021-08-11,118,
JB,N2,5,8,,Y,OP50,,,2021-08-11,118,
JB,N2,5,3,,Y,OP50,,,2021-08-11,118,
JB,N2,5,3,,Y,OP50,,,2021-08-11,118,
JB,N2,5,4,,Y,OP50,,,2021-08-11,118,
JB,N2,5,5,,Y,OP50,,,2021-08-11,118,
JB,N2,5,2,,Y,OP50,,,2021-08-11,118,
JB,cest-1.2,5,3,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,3,,N,OP50,,,2021-08-11,119,
JB,cest-1.2,5,4,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,3,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,4,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,3,,N,OP50,,,2021-08-11,119,
JB,cest-1.2,5,3,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,3,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,2,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,5,,Y,OP50,,,2021-08-11,119,
JB,cest-1.2,5,2,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,1,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,1,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,2,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,2,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,3,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,3,,N,OP50,,,2021-08-11,120,
JB,cest-1.2,5,4,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,2,,N,OP50,,,2021-08-11,120,
JB,cest-1.2,5,5,,Y,OP50,,,2021-08-11,120,
JB,cest-1.2,5,4,,N,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,4,,N,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,3,,Y,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,4,,N,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,3,,Y,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,6,,Y,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,3,,Y,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,4,,N,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,6,,Y,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,2,,N,JUb39,,,2021-08-11,121,
JB,cest-1.2,5,3,,Y,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,4,,N,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,3,,N,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,4,,N,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,4,,Y,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,4,,Y,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,4,,Y,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,5,,Y,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,3,,N,JUb39,,,2021-08-11,122,
JB,cest-1.2,5,4,,Y,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,1,,N,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,4,,Y,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,2,,N,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,6,,Y,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,4,,N,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,5,,Y,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,2,,Y,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,3,,Y,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,2,,Y,tdcKO,,,2021-08-11,123,
JB,cest-1.2,5,2,,Y,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,5,,Y,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,5,,N,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,1,,Y,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,3,,Y,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,4,,Y,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,3,,Y,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,4,,N,tdcKO,,,2021-08-11,124,
JB,cest-1.2,5,5,,N,tdcKO,,,2021-08-11,124,
